date,speaker,website,link,story_id,story,story_long,position
23.05,Євген Дейдей,24 канал,http://24tv.ua/vibori_na_okupovanih_teritoriyah_nepripustimi__narodniy_front_n688638,93,Вибори на окупованих територіях неприпустимі,Вибори на окупованих територіях неприпустимі,1
23.07,Сергій Висоцький,24 канал,http://24tv.ua/nadiya_savchenko_povtoryuye_tezi_putina__sergiy_visotskiy_n708093,148,Надія Савченко повторює тези Путіна,Надія Савченко повторює тези Путіна,1
23.08,Юрій Береза,24 канал,http://24tv.ua/za_hamski_zayavi_shhodo_ministra_osviti_liliyi_grinevich_mer_chernigova_atroshenko_maye_vidpovidati_yak_n718476,159,За хамські заяви щодо міністра освіти Лілії Гриневич мер Чернігова Атрошенко має відповідати як чоловік,За хамські заяви щодо міністра освіти Лілії Гриневич мер Чернігова Атрошенко має відповідати як чоловік,1
23.09,Вікторія Сюмар,24 канал,http://24tv.ua/viktoriya_syumar_uryad_maye_dati_politichnu_otsinku_galmuvannyu_konfiskatsiyi_aktiviv_yanukovicha_n729693,191,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,1
24.02,Андрій Тетерук,24 канал,http://24tv.ua/zayavi_batkivshhini_pro_bronezhileti_viyavilisya_vidvertoyu_provokatsiyeyu__teteruk_n661472,16,Заяви «Батьківщини» про бронежилети виявилися відвертою провокацією,Заяви «Батьківщини» про бронежилети виявилися відвертою провокацією,1
24.03,Вікторія Сюмар,24 канал,http://24tv.ua/koalitsiya_maye_buti_sformovana_vinyatkovo_u_konstitutsiyniy_sposib__syumar_n670570,41,Коаліція має бути сформована винятково у конституційний спосіб ,Коаліція має бути сформована винятково у конституційний спосіб ,1
24.03,Дмитро Сторожук,24 канал,http://24tv.ua/narodniy_front_rozglyane_propozitsiyu_shhodo_kandidaturi_groysmana_na_posadu_premyera_n670578,42,"""НФ"" розгляне пропозицію БПП, але об’єднуватися з ""Опозиційним блоком"" не буде","""Народний фронт"" розгляне пропозицію БПП, але об’єднуватися з ""Опозиційним блоком"" не буде",1
24.05,Андрій Тетерук,24 канал,http://24tv.ua/masove_onovlennya_viyskovogo_flotu_neobhidne_i_potrebuye_istotnogo_zbilshennya_byudzhetnih_vitrat_n688999,95,Масове оновлення військового флоту необхідне і потребує істотного збільшення бюджетних витрат,Масове оновлення військового флоту необхідне і потребує істотного збільшення бюджетних витрат,1
24.05,Лілія Гриневич,24 канал,http://24tv.ua/odne_iz_prioritetnih_zavdan_ministerstva__modernizatsiya_zmistu_osviti__grinevich_n688885,97,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,1
24.08,Арсеній Яценюк,24 канал,http://24tv.ua/yatsenyuk_i_chleni_narodnogo_frontu_vzyali_uchast_v_urochistostyah_z_nagodi_dnya_nezalezhnosti_n718861,160,Арсеній Яценюк і члени «Народного фронту» взяли участь в урочистостях з нагоди Дня Незалежності,Арсеній Яценюк і члени «Народного фронту» взяли участь в урочистостях з нагоди Дня Незалежності,1
25.02,Сергій Висоцький,24 канал,http://24tv.ua/deputati_narodnogo_frontu_vimagayut_zupiniti_rosiysku_mediaagresiyu_v_ukrayini_n661851,17,Депутати «Народного фронту» вимагають забрати ліцензію в «Інтера»,Депутати «Народного фронту» вимагають забрати ліцензію в «Інтера»,1
